p_perm,p_midp,p_boot,sig_perm,sig_midp,sig_boot,n1,n2,k,alpha,assoc,rep,scenario
1,0.6803,0.5454909018196361,FALSE,FALSE,FALSE,5,5,3,0.05,2,1,H1 (Power)
1,0.7644,0.6652669466106779,FALSE,FALSE,FALSE,5,5,3,0.05,2,1,H1 (Power)
1,0.6986,0.6550689862027594,FALSE,FALSE,FALSE,5,5,3,0.05,2,1,H1 (Power)
0.09138172365526895,0.0491,0.007798440311937612,FALSE,TRUE,TRUE,5,5,3,0.05,2,1,H1 (Power)
0.09098180363927215,0.0497,0.020195960807838434,FALSE,TRUE,TRUE,5,5,3,0.05,2,1,H1 (Power)
0.17236552689462106,0.0899,0.07018596280743851,FALSE,FALSE,FALSE,5,5,3,0.05,2,1,H1 (Power)
0.16436712657468505,0.0821,0.03219356128774245,FALSE,FALSE,TRUE,5,5,3,0.05,2,1,H1 (Power)
0.36892621475704857,0.2025,0.3069386122775445,FALSE,FALSE,FALSE,5,5,3,0.05,2,1,H1 (Power)
1,0.5817,0.3177364527094581,FALSE,FALSE,FALSE,5,5,3,0.05,2,1,H1 (Power)
0.40191961607678467,0.2427,0.2465506898620276,FALSE,FALSE,FALSE,5,5,3,0.05,2,1,H1 (Power)
0.21326345494859908,0.10655241935483871,0.11288046764765168,FALSE,FALSE,FALSE,5,5,3,0.05,2,1,H1 (Power)
0.05098980203959208,0.0254,0.008198360327934412,FALSE,TRUE,TRUE,5,5,3,0.05,2,1,H1 (Power)
0.15976804639072187,0.0798,0.14677064587082583,FALSE,FALSE,FALSE,5,5,3,0.05,2,1,H1 (Power)
0.4495100979804039,0.3065,0.33673265346930614,FALSE,FALSE,FALSE,5,5,3,0.05,2,1,H1 (Power)
0.27434513097380525,0.1611,0.11657668466306739,FALSE,FALSE,FALSE,5,5,3,0.05,2,1,H1 (Power)
0.7118576284743051,0.4729,0.3919216156768646,FALSE,FALSE,FALSE,5,5,3,0.05,2,1,H1 (Power)
0.008998200359928014,0.0044,0.00599880023995201,TRUE,TRUE,TRUE,5,5,3,0.05,2,1,H1 (Power)
0.11277744451109778,0.0563,0.057388522295540895,FALSE,FALSE,FALSE,5,5,3,0.05,2,1,H1 (Power)
0.16296740651869626,0.1042,0.1221755648870226,FALSE,FALSE,FALSE,5,5,3,0.05,2,1,H1 (Power)
0.41131773645270947,0.2297,0.39992001599680066,FALSE,FALSE,FALSE,5,5,3,0.05,2,1,H1 (Power)
0.43691261747650467,0.2184,0.265746850629874,FALSE,FALSE,FALSE,5,5,3,0.05,2,1,H1 (Power)
1,0.589,0.5446910617876425,FALSE,FALSE,FALSE,5,5,3,0.05,2,1,H1 (Power)
0.14317136572685463,0.0838,0.09638072385522896,FALSE,FALSE,FALSE,5,5,3,0.05,2,1,H1 (Power)
0.4539092181563687,0.2269,0.22495500899820037,FALSE,FALSE,FALSE,5,5,3,0.05,2,1,H1 (Power)
0.650869826034793,0.3873,0.3603279344131174,FALSE,FALSE,FALSE,5,5,3,0.05,2,1,H1 (Power)
0.40171965606878624,0.2243,0.3215356928614277,FALSE,FALSE,FALSE,5,5,3,0.05,2,1,H1 (Power)
0.6848630273945211,0.4277,0.5060987802439512,FALSE,FALSE,FALSE,5,5,3,0.05,2,1,H1 (Power)
0.2461507698460308,0.1402,0.23295340931813638,FALSE,FALSE,FALSE,5,5,3,0.05,2,1,H1 (Power)
1,0.7177,0.8720255948810238,FALSE,FALSE,FALSE,5,5,3,0.05,2,1,H1 (Power)
1,0.7253,0.9778044391121775,FALSE,FALSE,FALSE,5,5,3,0.05,2,1,H1 (Power)
0.7640471905618876,0.5226,0.46530693861227757,FALSE,FALSE,FALSE,5,5,3,0.05,2,1,H1 (Power)
0.03159368126374725,0.0157,0.008798240351929614,TRUE,TRUE,TRUE,5,5,3,0.05,2,1,H1 (Power)
0.28314337132573486,0.1647,0.09778044391121776,FALSE,FALSE,FALSE,5,5,3,0.05,2,1,H1 (Power)
0.40331933613277343,0.2249,0.15376924615076984,FALSE,FALSE,FALSE,5,5,3,0.05,2,1,H1 (Power)
0.3759248150369926,0.2051,0.1837632473505299,FALSE,FALSE,FALSE,5,5,3,0.05,2,1,H1 (Power)
0.12297540491901619,0.0655,0.0643871225754849,FALSE,FALSE,FALSE,5,5,3,0.05,2,1,H1 (Power)
0.6416716656668666,0.3804,0.32573485302939414,FALSE,FALSE,FALSE,5,5,3,0.05,2,1,H1 (Power)
1,0.5,0.19536092781443712,FALSE,FALSE,FALSE,5,5,3,0.05,2,1,H1 (Power)
0.28314337132573486,0.1646,0.05298940211957608,FALSE,FALSE,FALSE,5,5,3,0.05,2,1,H1 (Power)
0.16396720655868827,0.0819,0.13637272545490903,FALSE,FALSE,FALSE,5,5,3,0.05,2,1,H1 (Power)
1,0.5,0.3057388522295541,FALSE,FALSE,FALSE,5,5,3,0.05,2,1,H1 (Power)
0.6842631473705258,0.4625,0.5270945810837833,FALSE,FALSE,FALSE,5,5,3,0.05,2,1,H1 (Power)
0.4451109778044391,0.2881,0.41391721655668867,FALSE,FALSE,FALSE,5,5,3,0.05,2,1,H1 (Power)
0.07898420315936813,0.0394,0.03519296140771846,FALSE,TRUE,TRUE,5,5,3,0.05,2,1,H1 (Power)
0.6900619876024795,0.4895,0.6440711857628474,FALSE,FALSE,FALSE,5,5,3,0.05,2,1,H1 (Power)
1,0.5,0.41351729654069186,FALSE,FALSE,FALSE,5,5,3,0.05,2,1,H1 (Power)
